PurchaseID,PurchaseDate,CustomerID,ShopperID,EventTypeID
,8/23/2020,929,9,1
,10/27/2019,249,10,4
,11/8/2020,1443,2,4
,4/26/2021,80,7,5
,10/20/2022,69,9,4
,4/13/2019,1923,1,6
,11/10/2022,1073,5,6
,3/7/2023,799,7,2
,5/11/2023,707,5,6
,11/17/2022,1646,5,1
,8/20/2020,778,4,3
,3/21/2020,1400,10,3
,9/22/2023,1524,6,6
,12/27/2020,189,2,4
,3/27/2021,899,2,6
,11/16/2022,1218,6,6
,7/4/2020,990,2,6
,12/4/2023,273,10,6
,9/12/2020,284,8,6
,12/8/2022,1946,5,3
,8/8/2019,1817,10,6
,8/25/2020,1329,7,1
,1/8/2021,1092,1,5
,2/21/2019,1334,3,6
,3/2/2023,1351,3,4
,2/17/2020,1767,4,5
,12/31/2019,1462,1,2
,11/22/2020,350,3,3
,6/29/2021,564,2,4
,12/20/2020,163,1,2
,5/24/2020,303,4,2
,10/2/2020,792,9,1
,11/3/2019,382,5,4
,1/11/2023,1530,4,2
,4/26/2020,128,2,3
,1/17/2022,348,6,4
,11/13/2019,303,6,4
,6/19/2019,842,7,6
,8/31/2021,1664,1,4
,8/16/2022,512,8,5
,4/1/2022,172,10,2
,6/25/2023,109,7,4
,5/16/2019,676,7,6
,3/1/2023,1843,8,1
,12/28/2019,470,8,6
,9/11/2021,342,1,4
,11/14/2021,1185,2,6
,6/27/2021,835,7,1
,1/11/2022,1884,4,3
,5/12/2022,1825,3,3
,6/23/2023,1833,10,5
,2/8/2019,760,5,6
,9/21/2020,1257,3,4
,10/27/2021,670,10,6
,9/28/2021,1302,10,6
,10/10/2023,687,4,3
,10/3/2023,1175,2,1
,4/2/2021,1197,5,3
,2/9/2023,900,2,5
,12/26/2023,38,9,4
,7/23/2019,94,9,4
,1/5/2021,1507,4,5
,12/26/2022,1465,8,4
,8/28/2022,34,7,1
,3/3/2020,1927,2,6
,2/11/2021,1101,2,4
,1/26/2020,1208,5,2
,9/15/2021,432,4,6
,3/20/2022,707,3,6
,10/4/2023,437,8,3
,7/2/2022,647,6,3
,12/18/2020,1061,10,4
,5/10/2019,523,10,2
,7/23/2021,115,4,6
,2/9/2021,908,3,6
,6/26/2022,1780,8,6
,9/28/2020,1097,2,4
,7/13/2019,1922,3,4
,2/20/2021,949,2,3
,10/2/2019,475,9,6
,2/9/2022,10,4,1
,7/11/2019,8,1,4
,1/3/2022,884,10,6
,5/29/2020,680,8,6
,11/4/2021,908,8,2
,4/28/2022,42,10,3
,2/3/2021,1134,8,1
,9/12/2022,658,6,2
,7/7/2019,328,4,1
,8/14/2023,1837,10,2
,5/25/2023,1759,4,4
,7/5/2019,1008,10,3
,9/10/2020,592,3,3
,9/7/2022,1774,2,4
,4/7/2022,1731,9,6
,4/15/2020,1553,1,4
,6/28/2019,1304,3,4
,5/14/2023,1835,6,6
,3/25/2022,1815,1,5
,9/10/2023,1351,1,2
,3/15/2023,390,4,4
,11/3/2020,1527,4,6
,1/11/2019,355,1,6
,12/24/2019,1757,5,4
,5/13/2023,1462,6,3
,8/15/2021,988,2,4
,1/14/2021,761,10,2
,11/14/2020,606,3,3
,8/26/2021,28,2,5
,7/21/2023,1575,3,3
,6/27/2019,1764,9,6
,11/17/2020,281,6,6
,5/24/2023,1357,3,4
,2/20/2023,973,3,3
,3/12/2023,176,7,2
,4/27/2023,1539,4,5
,9/5/2019,510,1,4
,4/18/2020,1601,6,3
,9/26/2022,1615,6,6
,1/10/2022,1882,3,4
,4/13/2022,324,9,3
,9/12/2020,1775,10,6
,11/8/2020,357,2,6
,4/20/2021,678,2,6
,6/7/2023,1432,1,1
,9/19/2020,341,6,4
,5/4/2020,752,2,2
,10/26/2023,1868,1,6
,3/10/2023,233,8,4
,5/11/2020,1086,3,2
,5/10/2022,645,3,6
,1/28/2020,1886,2,6
,12/29/2023,489,3,3
,6/11/2021,689,7,6
,12/25/2019,1234,5,2
,3/12/2019,246,9,3
,3/11/2023,1039,3,6
,4/7/2019,873,7,6
,1/12/2023,1368,9,6
,4/5/2021,1712,5,4
,11/10/2023,1870,10,3
,12/31/2019,162,5,4
,12/3/2023,413,3,6
,3/12/2020,1238,3,4
,10/26/2019,1053,4,4
,9/16/2020,1814,4,6
,7/21/2019,746,8,4
,8/5/2020,1463,1,4
,8/28/2021,1945,10,5
,5/10/2021,1198,10,6
,3/2/2020,1981,8,6
,4/22/2023,1721,6,5
,1/12/2023,474,2,2
,9/28/2022,1317,5,4
,7/10/2019,1345,3,6
,12/20/2021,1676,1,1
,12/9/2020,1429,8,3
,5/30/2021,892,8,6
,7/10/2019,1490,3,5
,2/3/2020,1083,5,6
,3/31/2019,12,8,4
,8/30/2019,1668,8,5
,11/2/2020,1150,1,6
,2/9/2019,1305,9,4
,10/7/2023,300,7,1
,6/24/2021,1785,7,4
,9/11/2019,851,2,3
,2/4/2023,26,9,6
,10/24/2023,344,3,6
,1/21/2019,320,1,2
,1/28/2021,46,2,6
,2/25/2022,581,2,6
,8/1/2020,1105,5,3
,9/17/2022,431,5,3
,7/28/2019,1564,2,3
,2/27/2020,622,4,6
,6/26/2019,1466,3,2
,2/23/2022,583,1,6
,5/28/2021,177,2,6
,11/8/2022,617,1,6
,9/9/2020,706,1,3
,8/7/2020,1731,9,2
,6/2/2019,605,7,6
,3/29/2019,48,6,4
,8/18/2022,1920,3,4
,12/10/2023,1727,8,6
,10/5/2020,1313,5,4
,2/14/2021,412,1,1
,6/7/2022,1990,9,6
,2/24/2022,731,3,3
,10/18/2022,707,10,6
,3/13/2023,225,5,6
,10/25/2019,1203,5,6
,11/2/2020,788,5,3
,1/16/2023,628,1,4
,10/9/2023,1951,4,6
,10/21/2021,1978,1,4
,4/16/2020,1706,1,2
,9/30/2019,109,9,4
,1/30/2023,487,3,2
,11/1/2022,686,2,6
,3/16/2020,1820,5,6
,7/4/2023,195,5,6
,4/28/2021,450,8,3
,6/22/2023,260,9,4
,7/24/2021,965,1,3
,4/15/2023,890,2,6
,5/12/2021,1793,6,6
,5/7/2020,475,6,4
,5/27/2020,1500,10,2
,12/26/2021,1887,5,6
,6/8/2020,29,7,6
,8/11/2020,1406,8,6
,10/17/2022,893,7,3
,1/16/2020,775,1,6
,9/26/2022,757,4,5
,1/14/2023,1348,9,3
,12/10/2020,284,1,3
,8/15/2023,138,6,3
,8/27/2019,501,4,3
,6/22/2023,668,4,6
,12/3/2019,592,4,2
,4/24/2023,1339,3,2
,6/2/2022,1264,7,6
,8/4/2022,317,4,6
,8/31/2023,1356,8,4
,1/27/2023,1868,6,4
,6/17/2019,934,2,4
,7/23/2019,1877,2,2
,6/1/2019,1600,7,2
,1/3/2022,408,6,4
,11/27/2022,1617,10,4
,10/15/2020,254,9,6
,12/4/2021,943,3,3
,10/9/2023,182,9,4
,1/13/2020,911,10,4
,11/15/2022,911,1,3
,6/23/2023,581,10,6
,10/19/2021,466,8,4
,4/19/2020,1233,2,4
,3/4/2023,712,3,6
,8/21/2022,1402,7,2
,11/7/2021,7,2,6
,4/1/2020,1863,7,1
,3/12/2020,582,9,6
,8/6/2023,1231,8,4
,11/19/2021,1723,2,3
,10/5/2019,1758,3,4
,9/17/2020,939,6,6
,3/8/2019,559,1,3
,9/24/2022,1333,3,4
,10/8/2023,937,9,2
,8/22/2020,911,5,6
,6/21/2020,364,10,6
,1/30/2023,1583,7,4
,10/2/2023,1101,2,6
,6/15/2022,335,3,4
,7/28/2022,1979,8,2
,4/13/2020,1493,5,4
,6/11/2023,784,1,4
,12/17/2020,958,8,6
,1/27/2021,1094,2,4
,5/21/2021,1890,5,6
,8/14/2023,1950,4,6
,12/3/2023,277,8,3
,7/9/2023,1956,10,6
,10/15/2023,1954,8,6
,8/5/2019,1078,5,5
,1/27/2023,1922,1,2
,7/16/2021,653,7,6
,7/26/2019,1369,2,2
,1/4/2022,387,7,2
,10/30/2022,861,9,4
,1/1/2023,211,3,3
,2/14/2019,1829,5,6
,10/30/2020,1318,7,6
,12/11/2023,970,2,4
,12/6/2023,931,8,3
,5/17/2021,1176,10,6
,6/8/2021,1228,10,4
,10/29/2022,1459,7,6
,1/5/2023,1949,7,6
,10/4/2023,101,4,6
,10/24/2021,1633,10,4
,11/24/2021,1882,6,6
,3/1/2019,1235,9,2
,4/18/2021,1157,6,6
,1/30/2023,1524,4,6
,6/1/2021,1413,8,3
,10/11/2020,1535,10,3
,6/25/2021,1450,2,4
,1/23/2021,628,3,5
,9/28/2020,14,3,4
,11/14/2022,1136,6,4
,11/25/2023,1376,8,6
,6/11/2022,368,2,6
,11/3/2020,787,8,4
,8/4/2022,420,3,3
,10/24/2019,632,5,3
,3/26/2021,608,4,6
,2/27/2019,48,1,4
,1/27/2020,530,2,1
,2/5/2023,1045,4,6
,4/30/2023,697,7,1
,5/11/2023,820,3,4
,8/23/2023,1241,9,2
,3/25/2022,1558,3,6
,4/3/2019,1442,5,3
,8/12/2019,1482,5,6
,10/16/2022,477,4,6
,7/23/2019,129,6,6
,3/26/2022,1104,9,4
,11/11/2022,95,5,5
,8/28/2020,1486,5,4
,11/8/2020,679,1,6
,5/16/2023,1181,4,5
,1/9/2021,538,5,6
,8/17/2019,1237,8,6
,12/9/2021,1182,1,3
,2/2/2021,1070,9,6
,3/24/2019,462,2,3
,12/7/2020,107,4,6
,2/19/2019,1934,10,6
,6/25/2019,1080,4,2
,8/31/2021,420,4,2
,3/8/2019,1623,6,3
,4/2/2022,1250,1,6
,8/1/2022,902,8,2
,10/2/2022,79,8,4
,6/14/2019,1830,1,3
,2/21/2021,46,10,2
,10/5/2019,1396,1,6
,2/23/2022,1502,9,3
,8/30/2019,532,8,2
,1/7/2020,171,1,4
,11/16/2021,1750,1,2
,3/29/2023,941,3,4
,1/8/2023,50,8,4
,10/8/2021,1367,5,2
,7/1/2022,919,6,5
,11/28/2023,279,5,6
,7/3/2019,1292,4,6
,3/30/2019,225,7,6
,12/11/2023,742,8,4
,12/1/2022,1079,5,6
,7/18/2023,1660,7,3
,2/8/2020,1722,9,6
,10/9/2019,139,2,4
,6/1/2019,1639,2,5
,6/20/2021,445,7,6
,8/31/2021,296,9,4
,9/11/2022,453,6,6
,10/19/2019,98,1,3
,6/27/2022,1120,2,6
,1/17/2019,620,7,3
,9/7/2021,1032,10,6
,4/17/2021,1377,3,6
,5/19/2022,988,2,6
,1/21/2019,665,3,4
,8/29/2021,593,3,2
,1/14/2021,1380,7,6
,4/11/2019,337,6,2
,3/29/2023,1964,4,3
,9/5/2019,197,10,2
,5/13/2021,1087,9,4
,10/14/2020,344,8,4
,2/11/2020,54,5,3
,8/21/2020,1614,4,6
,11/24/2023,990,1,3
,12/30/2023,775,9,3
,4/15/2022,1968,5,4
,4/16/2020,743,6,3
,4/27/2022,1595,8,4
,12/9/2023,1653,1,4
,5/20/2022,29,7,6
,1/12/2022,1269,6,4
,1/17/2022,102,5,3
,9/30/2019,372,1,6
,12/15/2021,122,8,3
,6/4/2020,1051,5,4
,3/15/2021,1738,7,4
,5/20/2020,1775,10,3
,9/20/2020,1538,7,6
,2/21/2022,372,6,6
,4/6/2020,1152,3,6
,3/10/2021,1183,2,6
,1/1/2022,1810,3,3
,1/17/2021,895,3,4
,5/17/2021,130,8,6
,2/8/2021,1651,1,4
,3/11/2020,145,9,3
,4/14/2020,613,4,6
,1/12/2021,1498,2,3
,5/15/2020,631,6,4
,1/4/2021,1938,8,5
,12/14/2021,553,2,3
,6/21/2022,203,6,6
,2/25/2020,419,7,3
,5/9/2022,1153,8,6
,7/4/2019,10,3,2
,9/30/2021,1640,10,2
,4/3/2021,331,9,4
,6/4/2019,1762,4,6
,10/26/2021,932,6,2
,10/4/2022,1987,9,3
,4/26/2019,895,1,3
,9/11/2023,875,8,4
,7/15/2021,1363,4,3
,12/12/2021,1440,3,3
,9/18/2023,53,9,6
,12/28/2022,1876,1,6
,3/5/2021,1169,2,6
,5/15/2019,1438,10,3
,10/21/2020,1317,8,2
,10/7/2023,893,4,4
,9/22/2023,56,6,6
,11/8/2022,1220,7,4
,4/28/2023,1461,3,6
,12/31/2020,491,1,4
,3/24/2020,599,1,6
,10/30/2021,1692,5,4
,8/31/2021,912,1,3
,1/11/2023,168,1,4
,7/22/2020,328,7,6
,11/22/2020,1020,4,4
,11/26/2023,1653,5,4
,4/18/2022,95,6,3
,12/10/2019,506,7,3
,11/25/2023,1211,7,6
,8/24/2021,544,9,4
,7/21/2020,284,7,6
,12/16/2023,841,10,3
,12/8/2022,1721,5,1
,9/11/2022,1128,8,6
,2/3/2022,1265,5,4
,2/27/2020,1597,4,6
,9/13/2020,1896,4,6
,7/8/2019,369,3,6
,7/8/2023,455,10,6
,8/16/2022,1357,3,4
,5/30/2019,1758,3,6
,4/18/2019,63,7,2
,2/13/2019,589,3,1
,4/20/2022,886,5,4
,5/22/2021,144,9,2
,2/12/2020,159,10,6
,1/19/2021,1227,1,6
,5/14/2020,883,7,4
,2/29/2020,826,6,4
,7/20/2022,427,1,1
,5/22/2023,1451,9,3
,3/5/2020,612,6,2
,8/25/2023,1453,2,6
,4/14/2020,1673,8,6
,5/31/2023,1766,7,2
,9/17/2019,1627,4,3
,3/8/2020,1842,1,6
,6/19/2019,1886,9,6
,5/20/2023,1757,2,6
,5/12/2022,582,3,6
,7/19/2020,1590,1,3
,4/18/2021,221,4,4
,8/4/2022,1425,5,4
,6/24/2020,951,9,4
,10/9/2022,48,4,4
,6/29/2020,1253,3,2
,8/27/2020,671,4,4
,5/25/2019,1617,6,6
,3/19/2020,795,7,2
,2/6/2019,1251,4,2
,7/6/2020,411,9,2
,1/19/2021,812,1,6
,5/9/2019,1589,7,6
,10/26/2021,603,4,3
,1/7/2019,365,2,2
,4/21/2023,1993,1,2
,4/20/2021,1964,9,2
,6/3/2022,363,8,4
,5/17/2022,1321,1,6
,11/4/2022,1152,3,6
,8/18/2020,131,5,6
,9/22/2023,719,5,5
,8/17/2019,267,7,3
,2/6/2020,249,10,6
,2/10/2019,289,8,4
,4/20/2020,1265,2,6
,5/24/2022,906,2,4
,8/29/2023,700,10,4
,5/16/2020,1492,1,4
,12/6/2023,679,4,2
,6/20/2022,650,4,6
,8/7/2023,1995,8,6
,3/10/2019,363,4,2
,11/22/2022,1499,1,4
,1/11/2022,1684,7,4
,1/1/2022,1817,7,6
,12/4/2023,550,8,2
,7/20/2022,847,9,4
,5/6/2022,1266,5,4
,4/2/2023,113,8,2
,10/2/2019,728,3,4
,3/4/2020,90,4,3
,11/12/2021,1059,9,5
,9/20/2021,509,1,6
,2/1/2022,451,10,6
,8/26/2021,728,6,2
,10/16/2020,1148,2,2
,1/12/2019,1608,8,2
,9/23/2021,1130,5,6
,6/24/2023,60,4,6
,2/27/2021,1479,2,1
,4/25/2019,1800,5,4
,12/4/2021,1321,10,2
,7/31/2019,985,10,5
,7/25/2020,796,8,6
,1/8/2023,945,6,6
,5/19/2022,1915,6,6
,1/19/2020,550,7,3
,9/30/2021,1821,7,6
,1/7/2022,940,10,3
,1/29/2019,1137,6,4
,1/19/2021,1219,7,3
,9/24/2019,177,1,3
,8/21/2019,1949,3,5
,9/4/2023,1838,4,2
,2/8/2021,1908,10,4
,10/27/2023,591,6,6
,1/5/2022,21,1,4
,5/30/2023,1778,10,3
,2/9/2019,1997,1,1
,12/10/2020,1711,1,6
,10/19/2023,1088,10,4
,1/18/2023,1406,1,3
,1/28/2023,758,9,2
,1/13/2019,1470,7,6
,12/31/2019,1017,8,3
,8/22/2023,997,2,6
,9/18/2019,1316,4,6
,10/21/2019,253,10,6
,8/1/2019,630,1,3
,12/31/2019,139,3,6
,7/27/2020,996,10,3
,11/22/2020,1939,3,6
,5/7/2021,724,5,4
,6/23/2022,1520,10,5
,7/22/2022,139,4,5
,2/6/2021,1937,7,2
,7/25/2019,1297,4,3
,1/12/2019,1776,6,6
,11/15/2021,1716,7,6
,10/21/2022,39,4,6
,5/3/2019,1355,8,2
,6/7/2023,1482,7,6
,9/12/2020,1700,9,4
,10/26/2021,1735,3,5
,4/16/2022,658,1,6
,7/16/2020,294,9,3
,5/3/2021,521,8,6
,7/20/2023,173,7,6
,4/22/2022,1892,4,2
,12/7/2021,2,1,3
,12/14/2022,543,1,2
,9/25/2020,631,7,2
,8/29/2021,267,2,4
,3/6/2023,459,2,2
,4/11/2022,1632,10,4
,1/11/2023,1914,7,6
,4/21/2022,142,4,4
,11/11/2020,1122,7,4
,9/3/2023,1170,1,6
,4/15/2021,1877,5,1
,8/25/2020,936,10,6
,3/17/2020,402,7,3
,2/4/2021,435,5,2
,4/30/2023,549,10,6
,11/24/2019,1447,9,2
,12/29/2022,463,9,3
,12/14/2020,847,6,4
,9/7/2022,1767,9,6
,10/18/2019,175,3,6
,6/1/2023,1481,6,6
,5/15/2019,903,2,2
,5/25/2020,1813,4,3
,12/4/2020,392,4,3
,6/20/2019,1421,8,6
,3/10/2023,430,2,6
,6/23/2021,1130,6,4
,1/4/2022,1561,6,3
,7/23/2023,456,4,2
,7/7/2022,1930,3,3
,4/7/2020,1652,10,6
,2/25/2023,287,7,6
,8/12/2021,956,10,3
,7/15/2021,1999,2,4
,1/4/2022,7,8,2
,11/8/2021,755,7,6
,1/16/2019,267,5,4
,7/9/2022,422,7,6
,9/14/2019,1047,3,4
,9/3/2019,439,5,6
,1/8/2023,190,2,4
,9/8/2021,505,3,4
,8/18/2022,1512,2,1
,7/1/2020,506,1,4
,12/26/2019,1313,6,4
,10/12/2022,1872,9,4
,6/4/2023,548,3,5
,9/3/2022,543,5,6
,8/12/2023,1232,7,4
,6/16/2022,1866,10,2
,2/17/2023,1267,3,5
,9/11/2021,499,1,6
,9/30/2020,1760,4,6
,5/23/2020,797,2,4
,11/5/2021,1988,3,6
,4/4/2021,1200,9,4
,2/10/2022,784,10,6
,6/26/2020,791,4,4
,1/28/2021,55,8,3
,6/10/2022,1411,2,6
,4/4/2019,309,1,4
,7/4/2023,1678,10,1
,2/20/2022,1091,8,6
,11/16/2019,239,2,4
,1/7/2020,1869,7,3
,9/20/2020,1030,7,6
,12/4/2023,370,5,2
,11/21/2022,1746,3,3
,11/15/2021,1571,2,3
,11/14/2023,168,6,4
,11/8/2022,1755,1,4
,4/23/2020,1804,9,6
,6/17/2021,333,6,6
,4/27/2021,402,4,4
,12/16/2021,1458,5,4
,10/18/2019,1542,3,4
,11/16/2020,1223,6,5
,3/25/2019,1298,9,3
,9/18/2021,1366,5,6
,7/17/2022,1953,3,4
,4/20/2022,751,9,1
,12/2/2019,226,5,3
,8/14/2019,178,1,6
,7/21/2021,1235,4,6
,3/4/2022,349,9,4
,5/29/2019,869,2,2
,2/15/2022,1805,9,2
,1/6/2019,903,3,6
,6/4/2021,292,10,6
,6/12/2022,1126,2,6
,4/20/2019,558,10,6
,12/16/2023,223,3,3
,8/2/2022,108,8,2
,5/22/2021,249,10,4
,10/23/2020,1015,5,3
,5/21/2020,378,3,4
,8/6/2019,1529,6,6
,1/1/2023,1416,6,4
,10/5/2021,1,9,6
,9/6/2020,1444,5,3
,12/11/2020,1544,8,6
,8/21/2023,868,3,2
,1/18/2022,1190,8,6
,6/2/2021,517,1,2
,5/15/2022,719,2,5
,7/23/2021,913,10,4
,9/28/2020,908,1,4
,4/3/2023,639,9,4
,8/31/2023,880,5,6
,3/31/2019,33,4,2
,7/27/2020,1354,8,3
,1/6/2019,1682,8,4
,9/3/2021,364,9,2
,1/31/2021,1434,2,3
,3/21/2023,1239,4,4
,6/29/2020,1038,1,3
,7/12/2021,1130,6,3
,2/6/2019,1050,10,4
,10/11/2020,259,8,5
,1/15/2019,751,8,1
,10/30/2021,685,4,3
,8/21/2019,83,5,3
,5/19/2019,1869,6,3
,6/23/2022,749,8,6
,7/12/2023,395,9,6
,5/20/2023,1664,9,6
,12/29/2023,1092,1,6
,10/25/2023,1444,6,6
,2/4/2020,825,1,2
,7/23/2020,1674,5,1
,8/4/2023,803,5,4
,12/2/2022,994,3,6
,9/12/2021,1698,10,4
,10/8/2019,669,3,6
,1/15/2023,1625,6,6
,6/1/2021,1945,5,4
,9/19/2022,333,7,4
,8/15/2020,962,7,4
,11/12/2022,1963,7,2
,4/30/2023,125,10,4
,10/19/2020,1723,3,6
,5/7/2020,535,3,3
,8/22/2021,815,3,3
,10/3/2022,1911,1,4
,7/18/2019,1005,1,6
,10/21/2020,1702,4,6
,2/3/2023,1590,1,6
,6/23/2022,28,3,6
,1/24/2020,71,2,6
,6/15/2023,1165,8,1
,1/4/2021,179,8,4
,8/21/2021,805,4,3
,12/18/2023,845,4,4
,5/22/2022,818,5,2
,3/5/2021,1844,1,4
,12/22/2021,315,5,6
,3/4/2021,1527,8,3
,6/22/2020,1756,9,3
,6/19/2022,376,2,4
,9/7/2020,326,1,6
,7/1/2023,1291,5,3
,11/18/2019,684,6,4
,8/10/2019,753,4,6
,11/27/2021,545,1,3
,10/29/2020,385,3,3
,8/21/2023,4,8,2
,8/23/2023,649,7,6
,4/11/2019,282,8,4
,4/26/2021,1148,6,6
,8/15/2023,32,9,6
,1/28/2022,594,6,4
,1/14/2022,1202,9,2
,4/14/2020,324,10,3
,5/26/2020,1487,7,1
,9/16/2023,291,7,4
,4/13/2020,597,10,6
,2/18/2021,521,1,3
,5/13/2020,741,6,2
,6/15/2020,1508,3,1
,8/29/2020,107,6,1
,8/21/2020,484,9,6
,5/27/2019,845,6,2
,11/18/2020,1176,2,1
,11/19/2023,670,10,2
,1/15/2022,413,8,2
,4/15/2022,1505,9,2
,4/17/2020,240,10,6
,1/21/2023,687,4,3
,6/2/2021,1545,4,3
,6/22/2021,590,8,4
,12/28/2021,522,3,6
,2/19/2022,1530,2,4
,9/4/2020,1399,7,3
,11/20/2019,1130,2,4
,6/15/2019,265,3,2
,10/22/2020,1748,10,6
,11/16/2020,1845,4,6
,2/28/2023,952,8,6
,11/7/2022,926,3,6
,9/4/2022,984,4,4
,10/25/2022,1694,3,4
,11/4/2019,1386,9,3
,7/14/2020,1670,10,3
,6/29/2019,1060,4,4
,3/27/2019,1954,4,2
,2/10/2021,1911,4,6
,4/28/2019,806,3,6
,8/16/2019,1611,9,4
,11/14/2023,1018,4,6
,12/11/2022,844,7,2
,9/7/2020,1396,2,6
,8/23/2021,1817,8,3
,11/8/2020,77,5,3
,4/5/2023,1875,5,2
,11/15/2019,1057,1,4
,3/3/2019,1868,5,2
,10/5/2020,660,5,6
,6/2/2021,74,8,2
,1/2/2022,77,8,4
,9/10/2020,1192,4,6
,7/15/2021,684,6,2
,10/1/2019,928,4,2
,3/12/2019,582,3,4
,1/11/2019,293,5,3
,11/18/2021,986,5,2
,7/4/2021,1890,6,6
,7/30/2019,1781,1,4
,4/30/2019,1860,3,4
,3/22/2019,712,2,3
,9/15/2022,1508,1,4
,7/16/2023,944,8,2
,12/13/2020,1933,10,2
,2/18/2019,1062,7,3
,9/29/2019,758,8,4
,4/27/2021,995,9,6
,4/22/2019,1659,7,3
,3/15/2023,1012,1,5
,6/28/2019,1115,4,5
,1/14/2020,420,6,2
,3/21/2020,185,4,6
,3/25/2019,86,8,2
,10/31/2022,1395,3,6
,4/7/2019,1597,9,6
,8/1/2023,415,4,3
,9/16/2023,1830,4,2
,8/5/2019,675,1,3
,3/20/2021,855,2,6
,10/12/2021,1880,8,6
,2/17/2019,1656,8,4
,4/18/2019,738,1,4
,10/6/2022,1039,2,4
,5/16/2020,792,10,3
,3/22/2023,1201,7,3
,12/26/2023,239,1,3
,2/16/2019,1761,6,1
,1/20/2023,1193,9,6
,5/18/2022,287,6,6
,9/18/2021,1171,4,6
,11/8/2021,1006,6,6
,5/17/2019,1259,1,4
,6/18/2023,194,3,6
,10/21/2022,176,7,6
,11/29/2023,437,10,6
,7/12/2019,1583,5,6
,1/29/2019,443,1,4
,9/22/2023,246,2,6
,8/2/2021,597,7,1
,7/23/2020,1762,8,6
,12/20/2022,1536,1,3
,4/29/2019,728,1,6
,5/17/2022,827,3,4
,2/23/2019,634,9,6
,6/15/2023,1546,9,4
,6/11/2020,1768,10,3
,10/2/2020,377,8,6
,1/5/2021,157,7,4
,7/5/2021,673,1,2
,7/14/2019,1201,8,3
,3/14/2021,13,8,4
,12/21/2019,35,5,6
,11/26/2019,305,7,6
,3/9/2020,116,4,6
,9/20/2019,394,1,6
,2/15/2019,1046,2,6
,5/29/2021,1457,6,1
,4/16/2023,302,4,4
,11/14/2023,654,4,4
,10/19/2023,376,9,6
,12/30/2023,1694,2,3
,7/23/2021,1113,8,3
,9/2/2019,1920,5,3
,7/30/2019,494,5,5
,5/3/2019,1144,6,3
,2/28/2023,452,5,6
,3/10/2021,1039,2,6
,12/14/2023,965,8,6
,10/25/2021,1915,2,6
,5/26/2022,1582,10,1
,6/11/2021,949,6,2
,5/27/2019,1384,2,6
,1/15/2021,378,5,3
,2/14/2022,1506,10,6
,10/14/2021,1263,9,6
,12/2/2019,1007,10,6
,2/8/2022,1139,8,4
,1/24/2021,844,5,3
,2/2/2020,565,8,3
,4/20/2019,807,9,4
,8/26/2020,1476,10,6
,7/11/2020,588,6,6
,11/20/2021,1725,2,6
,12/18/2019,1291,4,6
,4/27/2023,955,1,4
,5/20/2021,477,5,2
,11/28/2019,1364,7,1
,8/3/2020,811,8,4
,3/7/2021,1266,8,4
,2/5/2023,1017,7,6
,8/8/2021,1380,6,6
,6/19/2019,983,8,1
,9/20/2020,1281,1,6
,6/30/2020,562,7,6
,12/4/2021,1040,5,1
,11/8/2022,821,2,4
,11/19/2023,410,6,2
,1/26/2021,1579,3,3
,10/8/2019,98,5,6
,4/2/2021,354,10,4
,10/4/2023,84,4,6
,6/1/2021,1994,6,3
,5/25/2023,926,2,3
,3/22/2019,8,4,6
,4/18/2021,1885,2,4
,5/14/2021,1444,8,6
,8/15/2022,1512,3,6
,8/31/2019,1596,2,6
,4/4/2023,1527,7,6
,2/10/2021,507,5,6
,3/28/2023,1291,2,1
,1/11/2023,1421,9,5
,4/10/2022,1001,6,4
,12/3/2023,1496,10,5
,1/30/2020,1696,9,6
,11/7/2021,881,3,3
,9/4/2020,429,8,4
,11/26/2022,1789,7,3
,7/28/2019,1690,10,2
,7/18/2020,1643,1,6
,9/27/2023,1986,9,3
,5/2/2021,666,10,6
,1/17/2022,943,10,3
,3/10/2023,555,6,2
,9/28/2019,595,3,4
,4/22/2021,1134,10,2
,5/6/2022,239,5,2
,6/12/2021,435,8,2
,8/19/2021,1376,9,6
,3/16/2022,428,4,6
,1/5/2023,74,7,4
,6/5/2022,438,10,3
,7/18/2023,76,10,6
,6/9/2020,1105,7,4
,11/20/2021,45,4,6
,8/11/2021,595,10,4
,6/7/2020,104,10,6
,4/14/2022,1076,4,3
,8/24/2023,1824,3,6
,11/9/2020,1704,3,2
,11/18/2019,1144,8,3
,6/17/2021,989,6,4
,9/16/2022,1202,3,6
,8/13/2021,1019,8,2
,10/25/2023,964,4,2
,5/19/2020,1586,3,6
,7/1/2021,145,7,6
,2/18/2021,105,6,1
,5/10/2023,526,8,4
,12/20/2020,429,10,6
,11/26/2020,1128,8,6
,4/16/2021,450,10,6
,3/5/2020,1069,4,6
,9/17/2021,1323,2,1
,11/20/2019,571,10,2
,9/10/2020,1812,2,4
,5/18/2021,1295,7,6
,7/9/2020,1912,7,4
,12/31/2022,110,7,2
,4/16/2023,1478,2,3
,5/29/2021,280,5,3
,1/2/2023,201,10,4
,3/3/2023,1982,5,3
,5/22/2021,1786,10,3
,12/24/2023,1592,4,4
,4/20/2022,1446,9,3
,10/23/2021,361,8,4
,8/31/2019,668,10,6
,8/10/2020,1060,3,2
,1/12/2021,1196,2,4
,8/14/2021,587,4,4
,4/12/2022,506,10,6
,3/11/2022,1665,1,4
,5/24/2019,382,3,4
,7/9/2023,1124,4,6
,12/10/2020,1718,1,4
