PurchaseItemID,PurchaseID,ItemID,Quantity
,4515,20,1
,9036,109,1
,4022,83,1
,4120,62,1
,2439,68,1
,2804,13,1
,5811,2,1
,8669,96,1
,9415,40,1
,3558,38,1
,3513,101,1
,7285,68,1
,7639,29,1
,7033,9,1
,7599,56,1
,5824,91,1
,6242,180,1
,733,95,1
,2673,144,1
,4869,21,1
,617,155,1
,7728,108,1
,4364,38,1
,7504,180,1
,3522,45,1
,9212,127,1
,658,179,1
,6857,20,1
,8598,72,1
,547,150,1
,3458,54,1
,2143,132,1
,3363,28,1
,1948,176,1
,538,131,1
,7239,20,1
,4381,178,1
,6336,66,1
,8543,148,1
,5354,25,1
,7226,10,1
,3420,105,1
,160,81,1
,6092,155,1
,4242,18,1
,930,2,1
,8130,15,1
,5197,73,1
,1480,55,1
,1135,110,1
,8480,144,1
,8962,32,1
,5452,20,1
,8148,20,1
,7962,114,1
,4557,147,1
,6984,137,1
,1569,149,1
,8967,1,1
,6391,24,1
,3887,171,1
,6252,166,1
,7737,156,1
,5623,170,1
,4667,41,1
,5240,146,1
,2125,76,1
,611,147,1
,5295,178,1
,4157,18,1
,4265,82,1
,494,127,1
,737,102,1
,449,28,1
,3152,20,1
,5237,65,1
,2100,3,1
,826,124,1
,110,177,1
,3840,47,1
,7760,35,1
,9005,146,1
,1966,89,1
,3247,22,1
,9512,89,1
,1020,147,1
,7717,177,1
,6903,47,1
,8262,66,1
,9915,102,1
,2177,28,1
,3270,165,1
,18,165,1
,5809,133,1
,5578,141,1
,5297,40,1
,5277,168,1
,4113,73,1
,1617,148,1
,1304,49,1
,5168,60,1
,5094,8,1
,1291,129,1
,571,66,1
,6553,136,1
,1743,66,1
,3671,153,1
,9879,169,1
,6633,114,1
,8902,21,1
,4604,100,1
,6421,128,1
,6117,72,1
,6819,151,1
,4690,29,1
,9253,139,1
,1938,4,1
,4984,108,1
,6892,7,1
,300,82,1
,2125,171,1
,2794,173,1
,1094,116,1
,9240,152,1
,9534,174,1
,4309,25,1
,5242,109,1
,3707,56,1
,4074,83,1
,1867,78,1
,6284,19,1
,946,154,1
,3388,13,1
,2103,115,1
,9278,122,1
,4072,87,1
,95,42,1
,932,36,1
,4799,66,1
,7982,88,1
,5973,103,1
,5918,151,1
,8737,5,1
,5672,99,1
,3531,138,1
,13,68,1
,3101,15,1
,5690,18,1
,9158,81,1
,9039,164,1
,4303,161,1
,1706,84,1
,6387,123,1
,9745,88,1
,118,16,1
,6606,118,1
,424,18,1
,4368,158,1
,7183,14,1
,118,158,1
,1199,8,1
,4145,64,1
,847,173,1
,4619,49,1
,8706,50,1
,9923,165,1
,1053,37,1
,9949,158,1
,498,10,1
,6457,95,1
,2455,33,1
,5817,171,1
,9584,174,1
,5315,176,1
,5697,91,1
,5104,58,1
,725,83,1
,7765,97,1
,3604,72,1
,5156,174,1
,8679,158,1
,1486,74,1
,1774,27,1
,9658,15,1
,3363,95,1
,6888,35,1
,7149,169,1
,7385,165,1
,7505,176,1
,437,158,1
,797,71,1
,165,81,1
,6332,100,1
,8836,88,1
,4131,92,1
,8745,68,1
,1323,135,1
,4822,86,1
,7875,82,1
,1622,20,1
,6334,49,1
,4805,105,1
,8099,172,1
,4629,164,1
,9841,8,1
,2191,151,1
,5162,70,1
,662,150,1
,2706,98,1
,615,98,1
,6120,15,1
,457,77,1
,2089,103,1
,1291,92,1
,5556,26,1
,1417,78,1
,7643,49,1
,944,50,1
,8293,42,1
,2410,83,1
,3273,60,1
,8174,33,1
,8879,144,1
,934,149,1
,3585,177,1
,1614,178,1
,1102,47,1
,5939,114,1
,6070,50,1
,8396,122,1
,6123,5,1
,8933,83,1
,455,109,1
,2251,126,1
,8440,138,1
,8070,140,1
,3802,127,1
,4864,33,1
,3299,76,1
,2014,158,1
,7395,116,1
,9563,135,1
,6739,82,1
,2243,62,1
,8230,73,1
,836,77,1
,2024,165,1
,5675,94,1
,1910,21,1
,3054,19,1
,6261,88,1
,8113,153,1
,4373,53,1
,5356,176,1
,5396,135,1
,1963,56,1
,9770,88,1
,7826,95,1
,5515,59,1
,992,162,1
,543,4,1
,7027,72,1
,4940,101,1
,7788,59,1
,5107,95,1
,4537,140,1
,5346,122,1
,6663,20,1
,9527,166,1
,5760,63,1
,7491,155,1
,1529,172,1
,6311,30,1
,5690,31,1
,4905,115,1
,2693,172,1
,2114,178,1
,8783,135,1
,3266,164,1
,851,175,1
,4808,78,1
,6956,142,1
,3809,158,1
,2515,32,1
,9587,179,1
,2625,116,1
,669,117,1
,6822,2,1
,5605,166,1
,27,151,1
,2531,62,1
,1215,174,1
,3644,130,1
,6323,85,1
,3122,165,1
,4668,106,1
,5495,171,1
,8287,92,1
,4220,108,1
,3862,10,1
,5277,119,1
,9221,61,1
,3274,43,1
,3053,52,1
,2481,151,1
,9332,20,1
,8897,47,1
,5545,158,1
,8900,129,1
,3528,89,1
,3791,51,1
,3504,85,1
,9050,178,1
,1886,151,1
,1902,76,1
,7838,164,1
,2838,77,1
,2873,23,1
,2093,145,1
,8793,117,1
,356,137,1
,2980,152,1
,9684,118,1
,9456,143,1
,3262,175,1
,2867,134,1
,7567,43,1
,5699,176,1
,4557,95,1
,4706,102,1
,836,72,1
,6856,150,1
,5385,133,1
,1784,171,1
,6942,52,1
,6772,46,1
,1322,92,1
,773,148,1
,9957,135,1
,3679,126,1
,1279,37,1
,8537,60,1
,1308,23,1
,3412,65,1
,8359,71,1
,7471,118,1
,2097,118,1
,4414,45,1
,5094,38,1
,7091,69,1
,6014,142,1
,8526,152,1
,5104,113,1
,7271,73,1
,837,53,1
,8660,125,1
,7109,84,1
,4003,7,1
,6755,48,1
,8683,126,1
,3670,30,1
,7739,32,1
,4419,169,1
,2598,55,1
,5536,65,1
,7603,29,1
,312,29,1
,5538,49,1
,5465,98,1
,4254,15,1
,2694,65,1
,843,75,1
,5153,10,1
,7778,130,1
,4386,109,1
,463,149,1
,6886,58,1
,169,39,1
,5088,67,1
,7151,121,1
,5358,119,1
,3108,65,1
,9132,5,1
,1119,152,1
,1301,27,1
,3290,153,1
,5738,169,1
,5042,86,1
,2817,133,1
,3790,3,1
,2604,34,1
,1627,157,1
,8783,164,1
,8739,60,1
,9470,70,1
,7226,9,1
,705,19,1
,1894,107,1
,2964,173,1
,9739,163,1
,2112,159,1
,8918,49,1
,467,133,1
,5762,55,1
,4426,162,1
,7281,104,1
,4961,8,1
,4301,172,1
,7742,53,1
,7717,118,1
,8462,79,1
,2186,174,1
,7567,103,1
,4579,64,1
,8467,174,1
,7992,54,1
,785,17,1
,7704,167,1
,476,105,1
,5303,34,1
,1558,21,1
,892,72,1
,6880,117,1
,2466,53,1
,660,98,1
,1975,163,1
,3461,74,1
,5980,53,1
,6599,166,1
,8350,172,1
,1861,145,1
,3057,172,1
,7175,19,1
,4000,52,1
,3319,63,1
,9536,17,1
,6177,56,1
,463,85,1
,2322,24,1
,3638,53,1
,5930,123,1
,9525,52,1
,2761,67,1
,231,84,1
,7812,132,1
,9416,172,1
,1107,103,1
,5758,56,1
,6479,70,1
,4878,21,1
,2857,128,1
,6360,17,1
,8670,160,1
,2008,162,1
,2336,111,1
,8109,21,1
,6615,31,1
,3568,84,1
,6970,1,1
,1945,81,1
,2389,156,1
,2716,144,1
,9782,123,1
,9341,111,1
,642,32,1
,9584,97,1
,2898,95,1
,3424,165,1
,2943,13,1
,1145,53,1
,7389,128,1
,2070,99,1
,8996,54,1
,1190,15,1
,1055,32,1
,1018,32,1
,6011,168,1
,8641,3,1
,511,93,1
,3172,107,1
,7053,42,1
,5190,105,1
,8926,117,1
,6575,77,1
,1008,75,1
,4041,69,1
,2587,52,1
,253,38,1
,2029,85,1
,5596,3,1
,7921,61,1
,2149,160,1
,4328,1,1
,1289,18,1
,9295,132,1
,9621,123,1
,2202,102,1
,7526,175,1
,3861,130,1
,3540,49,1
,3562,32,1
,2869,113,1
,9592,14,1
,8268,104,1
,4198,19,1
,63,99,1
,2617,158,1
,6049,175,1
,4407,23,1
,6529,68,1
,6803,66,1
,6916,56,1
,5203,137,1
,6756,29,1
,5235,4,1
,3956,150,1
,8740,134,1
,2587,143,1
,8641,92,1
,6000,179,1
,2981,167,1
,7792,60,1
,4986,9,1
,9677,66,1
,3152,32,1
,9032,55,1
,4768,141,1
,824,170,1
,4628,122,1
,3533,158,1
,4939,17,1
,6436,144,1
,6623,85,1
,8342,58,1
,3329,41,1
,2768,174,1
,3263,115,1
,622,37,1
,2920,128,1
,6617,158,1
,5786,104,1
,5791,77,1
,2491,168,1
,2722,23,1
,3198,13,1
,792,2,1
,4268,149,1
,1395,134,1
,6772,145,1
,3873,147,1
,1898,30,1
,7034,23,1
,1151,135,1
,9193,52,1
,8939,46,1
,4308,167,1
,9448,30,1
,5618,111,1
,6128,140,1
,9883,66,1
,646,133,1
,1830,130,1
,2141,129,1
,1879,54,1
,4035,160,1
,219,137,1
,4675,141,1
,4765,72,1
,5757,123,1
,5910,151,1
,587,178,1
,9919,81,1
,9854,73,1
,5934,125,1
,7234,32,1
,8979,20,1
,5165,25,1
,5577,27,1
,6863,5,1
,5671,73,1
,8368,8,1
,272,54,1
,4947,124,1
,9721,94,1
,758,130,1
,4562,112,1
,959,72,1
,6838,35,1
,4142,43,1
,8125,106,1
,5555,48,1
,7727,48,1
,1206,67,1
,5515,22,1
,7583,23,1
,1323,135,1
,9718,108,1
,9184,166,1
,7497,152,1
,9688,81,1
,3412,137,1
,5092,15,1
,2847,106,1
,3236,141,1
,1773,20,1
,8019,60,1
,7564,28,1
,219,155,1
,7392,168,1
,9882,124,1
,1034,10,1
,9307,51,1
,3028,31,1
,2975,85,1
,752,128,1
,566,130,1
,9567,142,1
,2525,25,1
,2106,105,1
,6524,94,1
,2551,145,1
,3433,174,1
,8304,23,1
,6310,107,1
,7945,125,1
,2843,141,1
,363,82,1
,8729,14,1
,8721,146,1
,6965,74,1
,9009,126,1
,1680,117,1
,6764,158,1
,3937,12,1
,4032,15,1
,2858,44,1
,7107,2,1
,2896,91,1
,5779,38,1
,6248,92,1
,4302,69,1
,2978,104,1
,5969,113,1
,8933,175,1
,2567,24,1
,862,79,1
,8847,105,1
,1220,13,1
,6675,136,1
,3963,47,1
,2034,120,1
,7975,83,1
,259,18,1
,5687,159,1
,2247,119,1
,8324,29,1
,2651,31,1
,1955,58,1
,4819,149,1
,1883,59,1
,9896,20,1
,2356,132,1
,6251,104,1
,7797,58,1
,7883,18,1
,2383,80,1
,6491,16,1
,134,12,1
,6187,44,1
,7738,71,1
,5380,24,1
,5444,76,1
,768,90,1
,1071,101,1
,3217,69,1
,4006,90,1
,3310,55,1
,9328,34,1
,583,44,1
,2747,7,1
,669,176,1
,3277,180,1
,5916,57,1
,3184,56,1
,324,106,1
,1483,116,1
,262,11,1
,3680,110,1
,5836,150,1
,6049,163,1
,8612,153,1
,2572,73,1
,5049,141,1
,500,40,1
,6761,6,1
,663,19,1
,420,53,1
,7490,19,1
,325,110,1
,4318,34,1
,1360,42,1
,7063,38,1
,3435,124,1
,5534,31,1
,9774,45,1
,8340,56,1
,5517,153,1
,1048,171,1
,7730,173,1
,1709,167,1
,4432,2,1
,4547,119,1
,1334,78,1
,8176,81,1
,2546,147,1
,7405,30,1
,6412,75,1
,2343,99,1
,8906,113,1
,1557,151,1
,1961,35,1
,5519,93,1
,5930,32,1
,5781,100,1
,9566,34,1
,1385,57,1
,9084,42,1
,6235,114,1
,3895,7,1
,8373,160,1
,2356,61,1
,5279,4,1
,7275,103,1
,5809,145,1
,1475,76,1
,2348,152,1
,299,113,1
,648,122,1
,7260,40,1
,2513,173,1
,5628,167,1
,3816,121,1
,6118,39,1
,3764,10,1
,6574,173,1
,305,95,1
,3949,49,1
,7687,6,1
,1204,81,1
,1499,6,1
,9067,34,1
,5950,131,1
,3618,37,1
,1146,139,1
,4797,122,1
,6198,20,1
,2899,68,1
,4770,104,1
,5951,131,1
,3216,77,1
,7788,176,1
,7998,129,1
,958,90,1
,5913,168,1
,6422,124,1
,3383,104,1
,5954,14,1
,4672,34,1
,7384,136,1
,4257,119,1
,7284,86,1
,5763,75,1
,1259,141,1
,7970,129,1
,8735,97,1
,2030,41,1
,1965,8,1
,5056,175,1
,7584,72,1
,7835,70,1
,9914,81,1
,8955,32,1
,1111,44,1
,5977,179,1
,2902,82,1
,4750,23,1
,6303,106,1
,1233,171,1
,556,126,1
,5809,90,1
,6759,148,1
,5501,139,1
,6342,22,1
,1089,160,1
,1480,143,1
,2770,39,1
,9356,87,1
,1389,1,1
,1489,1,1
,5774,95,1
,9493,52,1
,6186,82,1
,4489,33,1
,502,126,1
,6904,77,1
,5109,59,1
,7813,107,1
,1618,36,1
,641,175,1
,615,64,1
,6260,129,1
,1523,97,1
,2251,28,1
,913,8,1
,3602,121,1
,1449,103,1
,8064,2,1
,1319,57,1
,8678,26,1
,4356,165,1
,5194,85,1
,1237,164,1
,7238,121,1
,1309,168,1
,2731,143,1
,3798,94,1
,7651,164,1
,350,172,1
,8812,179,1
,4163,111,1
,3819,173,1
,2961,159,1
,3080,13,1
,2422,53,1
,4156,80,1
,4349,170,1
,3731,60,1
,7616,117,1
,2714,87,1
,6638,26,1
,7083,40,1
,2012,93,1
,9479,158,1
,7130,58,1
,1499,96,1
,9916,167,1
,4879,85,1
,2845,27,1
,8705,173,1
,240,31,1
,7148,122,1
,1265,91,1
,6414,27,1
,1042,16,1
,6556,38,1
,9755,154,1
,8680,86,1
,1145,162,1
,7148,175,1
,81,171,1
,1804,102,1
,9817,87,1
,463,38,1
,7798,128,1
,869,92,1
,2839,99,1
,9488,51,1
,2730,167,1
,3269,16,1
,274,154,1
,7733,110,1
,9061,34,1
,3443,81,1
,5562,58,1
,4564,166,1
,2745,33,1
,2097,169,1
,2631,17,1
,5617,13,1
,2622,164,1
,9656,75,1
,2566,8,1
,7854,167,1
,6772,109,1
,4630,86,1
,1936,26,1
,6418,66,1
,1862,80,1
,1278,137,1
,2421,121,1
,1357,12,1
,7893,84,1
,4958,143,1
,5737,63,1
,2315,137,1
,7665,36,1
,4608,144,1
,9490,75,1
,5450,38,1
,4072,49,1
,7738,133,1
,4707,142,1
,7937,93,1
,3374,73,1
,8648,166,1
,9857,148,1
,1473,175,1
,9493,60,1
,3998,47,1
,4329,2,1
,5572,95,1
,8152,21,1
,4567,43,1
,1443,147,1
,8640,104,1
,1095,75,1
,4160,67,1
,2068,140,1
,3654,177,1
,8614,4,1
,9511,173,1
,6719,104,1
,1062,127,1
,7826,71,1
,8678,64,1
,1791,36,1
,3863,110,1
,5264,176,1
,9953,169,1
,3369,4,1
,1003,25,1
,1001,174,1
,2952,133,1
,4776,77,1
,7968,105,1
,2062,138,1
,9116,150,1
,8512,139,1
,6108,84,1
,5697,68,1
,7772,77,1
,5514,133,1
,6651,6,1
,9539,96,1
,1642,1,1
,6363,48,1
,4886,124,1
,894,94,1
,8725,13,1
,1962,86,1
,5130,74,1
,8459,174,1
,2329,160,1
,7926,71,1
,6550,80,1
,2346,133,1
,8630,153,1
,8220,171,1
,5172,49,1
,605,133,1
,5365,13,1
,3359,32,1
,8480,40,1
,4924,84,1
,498,134,1
,3368,166,1
,2556,77,1
,8428,79,1
,7428,111,1
,1600,22,1
,9707,151,1
,3509,32,1
,8881,21,1
,5019,62,1
,477,167,1
,921,9,1
,5624,32,1
,8312,27,1
,3786,138,1
,9252,129,1
,7309,117,1
,7397,178,1
,4408,174,1
,8590,150,1
,735,8,1
,3531,155,1
,4427,96,1
,1095,102,1
,1727,174,1
,7091,94,1
,364,125,1
,5209,67,1
,4971,170,1
,6903,174,1
,3599,165,1
,9549,140,1
,3383,19,1
,3964,70,1
,5937,155,1
,2537,14,1
,9968,85,1
,7234,71,1
,8417,65,1
,9782,173,1
,4526,111,1
,8490,63,1
,4693,63,1
,6591,28,1
,7499,102,1
,9209,174,1
,3920,29,1
,9276,166,1
,2530,10,1
,4058,111,1
,1044,4,1
,581,160,1
,7136,79,1
,7484,154,1
,7097,146,1
,5517,176,1
,2195,56,1
,6735,81,1
,1423,73,1
,620,39,1
,4880,107,1
,565,145,1
,1153,138,1
,1828,117,1
,4787,139,1
,3856,73,1
,255,54,1
,4514,63,1
,5698,127,1
,6548,88,1
,1883,92,1
,2205,6,1
,7408,2,1
,1175,158,1
,4017,107,1
,5134,5,1
,9952,171,1
,5232,127,1
,4530,169,1
,8211,20,1
,9556,89,1
,396,120,1
,3879,16,1
,4409,63,1
,1308,69,1
,3759,104,1
,993,166,1
,4404,43,1
,8552,86,1
,4041,114,1
,4061,83,1
,4760,96,1
,8218,150,1
,1046,95,1
,4331,128,1
,5009,177,1
,6719,21,1
,9488,131,1
,4611,64,1
,7192,151,1
,3528,3,1
,3372,39,1
,8621,125,1
,3050,97,1
,106,102,1
,4140,61,1
,454,153,1
,4404,108,1
,8003,167,1
,5982,86,1
,9204,27,1
,5248,173,1
,67,50,1
,4449,91,1
,4409,60,1
,8197,147,1
,2656,50,1
,7599,140,1
,4862,151,1
,7550,139,1
,4335,169,1
,1215,128,1
,4102,123,1
,5999,171,1
,3157,40,1
,8360,138,1
,3831,29,1
,2695,20,1
,3685,5,1
,4857,174,1
,9801,129,1
,962,13,1
,3966,180,1
,352,162,1
,4955,18,1
,9377,142,1
,7284,140,1
,2642,10,1
,7216,7,1
,9034,79,1
,3949,60,1
,6555,105,1
,2050,34,1
,521,133,1
,4960,97,1
,1740,100,1
,7450,174,1
,3593,144,1
,3409,168,1
,1379,40,1
,3195,59,1
,1153,7,1
,5804,128,1
,1736,55,1
,3965,85,1
,4583,161,1
,114,20,1
,6501,145,1
,375,168,1
,9596,180,1
,9951,111,1
,1708,110,1
,8190,29,1
,7662,36,1
,4383,51,1
,546,159,1
,5807,15,1
,7422,117,1
,4704,126,1
,2101,180,1
,1393,73,1
,1972,19,1
,2444,12,1
,9285,131,1
,7842,64,1
,8379,11,1
,7791,163,1
,8868,105,1
,6382,137,1
,6915,19,1
,1802,37,1
,7860,69,1
,7043,89,1
,9263,84,1
,252,81,1
,8233,12,1
,9145,85,1
,6326,35,1
,798,98,1
,241,148,1
,5167,169,1
,4598,3,1
,9978,112,1
,7711,90,1
,6077,170,1
,958,72,1
,8609,85,1
,4011,116,1
,9670,176,1
,5769,141,1
,5294,128,1
,2270,141,1
,6053,27,1
,8888,77,1
,7674,43,1
,1632,172,1
,3694,52,1
,4164,145,1
,6673,119,1
,5510,95,1
,3480,103,1
,7338,57,1
,2123,117,1
,8100,143,1
,6356,67,1
,8057,57,1
,9483,94,1
,9440,30,1
,2515,115,1
,9694,69,1
,9217,6,1
,2999,12,1
,2695,77,1
,4558,7,1
,2649,25,1
,2029,47,1
,306,32,1
,8822,111,1
,6905,69,1
,2337,62,1
,9049,127,1
,5631,133,1
,7097,109,1
,9561,107,1
,9968,162,1
,4844,55,1
,316,42,1
,7289,20,1
,3869,41,1
,3277,123,1
,803,46,1
,2346,167,1
,2078,138,1
,954,102,1
,5059,116,1
,74,43,1
,2785,61,1
,7967,161,1
,7691,13,1
,9864,93,1
,6393,92,1
,1607,29,1
,2727,39,1
,402,142,1
,6610,132,1
,2802,10,1
,5199,88,1
,8405,115,1
,2537,83,1
,8217,51,1
,5994,57,1
,1344,11,1
,252,120,1
,2153,51,1
,7909,75,1
,7856,52,1
,6124,71,1
,9838,75,1
,267,29,1
,5559,153,1
,9063,84,1
,5101,86,1
,7593,56,1
,9015,141,1
,5349,101,1
,3250,134,1
,7593,65,1
,1874,53,1
,6001,54,1
,4405,143,1
,5592,46,1
,6332,136,1
,4042,53,1
,2516,171,1
,3181,38,1
,6189,76,1
,1551,26,1
,7899,147,1
,2590,120,1
,3251,14,1
,4220,42,1
,4027,129,1
,1284,45,1
,7192,71,1
,5549,32,1
,1174,50,1
,5157,22,1
,3432,171,1
,9907,7,1
,4175,94,1
,906,160,1
,7801,91,1
,9589,124,1
,3599,38,1
,3073,167,1
,7146,157,1
,8467,4,1
,8925,44,1
,5288,18,1
,9447,34,1
,5750,3,1
,2155,54,1
,4794,112,1
,6329,57,1
,3566,125,1
,4526,165,1
,1105,123,1
,4801,110,1
,7927,67,1
,4630,28,1
,2623,147,1
,1504,72,1
,4006,120,1
,8972,104,1
,4937,123,1
,6405,109,1
,4884,18,1
,2547,18,1
,6176,147,1
,6617,8,1
,6817,26,1
,8987,97,1
,2299,142,1
,2312,49,1
,8752,138,1
,4260,140,1
,5488,63,1
,233,176,1
,2855,41,1
,2798,75,1
,5630,108,1
,8128,6,1
,2960,176,1
,1258,30,1
,9045,16,1
,607,35,1
,91,36,1
,5739,4,1
,4555,96,1
,3329,122,1
,8036,171,1
,3916,67,1
,1019,43,1
,4844,34,1
,3690,12,1
,7134,92,1
,2855,47,1
,6204,53,1
,9748,106,1
,4199,92,1
,9283,166,1
,2439,108,1
,5986,18,1
,7200,36,1
,3909,126,1
,2205,135,1
,2738,121,1
,2704,85,1
,9928,98,1
,3968,169,1
,480,153,1
,4991,49,1
,7418,67,1
,5718,155,1
,7202,48,1
,7003,2,1
,3582,76,1
,3288,65,1
,796,178,1
,1896,173,1
,6303,131,1
,7625,3,1
,8344,93,1
,9204,41,1
,7727,120,1
,7378,80,1
,3000,58,1
,2400,24,1
,3770,82,1
,2091,164,1
,7249,164,1
,7219,139,1
,4901,85,1
,4375,11,1
,5041,119,1
,6896,77,1
,3115,24,1
,8948,140,1
,5977,89,1
,2021,180,1
,818,22,1
,8601,164,1
,1104,13,1
,4635,167,1
,8634,30,1
,3372,123,1
,1648,61,1
,7667,16,1
,2484,21,1
,2158,57,1
,9420,54,1
,5374,55,1
,1052,111,1
,7159,107,1
,5734,180,1
,3919,43,1
,6548,149,1
,7303,20,1
,7094,76,1
,3446,4,1
,801,105,1
,3693,48,1
,4920,115,1
,3548,33,1
,2835,44,1
,3687,95,1
,8204,157,1
,6604,61,1
,8601,36,1
,8896,168,1
,4412,91,1
,4389,96,1
,6202,123,1
,1645,112,1
,1231,77,1
,893,127,1
,9841,86,1
,5414,34,1
,3828,179,1
,5560,13,1
,9703,93,1
,7253,75,1
,8116,2,1
,3288,86,1
,9064,71,1
,5549,154,1
,6694,66,1
,865,127,1
,2249,119,1
,30,111,1
,7222,65,1
,3044,152,1
,7358,137,1
,9019,58,1
,8041,83,1
,6713,101,1
,9430,49,1
,9795,110,1
,8204,60,1
,9309,175,1
,27,162,1
,1336,35,1
,7761,12,1
,7026,149,1
,4448,84,1
,1317,17,1
,1129,178,1
,3857,97,1
,9638,118,1
,3013,66,1
,2915,124,1
,4567,17,1
,5569,170,1
,7912,127,1
,9707,14,1
,6588,56,1
,6733,29,1
,5888,107,1
,5216,115,1
,8063,119,1
,7938,35,1
,1453,112,1
,2131,101,1
,1907,2,1
,9643,125,1
,7818,31,1
,8059,180,1
,3692,70,1
,7549,83,1
,2797,142,1
,4747,21,1
,5440,173,1
,7959,50,1
,8266,34,1
,4631,42,1
,5143,177,1
,69,116,1
,4692,33,1
,7121,137,1
,7953,9,1
,7872,103,1
,5617,30,1
,5503,87,1
,7642,65,1
,3698,41,1
,6666,118,1
,7020,46,1
,8933,110,1
,1126,133,1
,1443,55,1
,4622,2,1
,4011,87,1
,9558,10,1
,526,169,1
,1574,3,1
,493,42,1
,5766,94,1
,7136,6,1
,2812,96,1
,9723,91,1
,5266,172,1
,5468,65,1
,5877,170,1
,4481,98,1
,9265,75,1
,2853,120,1
,6637,57,1
,336,37,1
,2895,10,1
,9404,140,1
,1666,137,1
,3855,180,1
,9579,44,1
,9763,140,1
,7155,89,1
,5961,109,1
,8614,8,1
,3855,163,1
,2870,148,1
,2730,164,1
,8173,102,1
,6113,141,1
,5134,162,1
,1547,21,1
,4491,132,1
,8858,93,1
,400,180,1
,4538,160,1
,425,49,1
,9557,2,1
,1862,95,1
,2315,124,1
,5542,105,1
,5305,179,1
,2418,97,1
,5612,152,1
,3391,101,1
,2623,11,1
,1756,60,1
,5376,103,1
,8487,139,1
,7082,96,1
,8533,116,1
,646,158,1
,9151,112,1
,642,19,1
,8180,165,1
,2411,54,1
,3865,106,1
,754,71,1
,3722,11,1
,4672,21,1
,5385,54,1
,4995,155,1
,6825,140,1
,4508,128,1
,2881,117,1
,8513,164,1
,8866,56,1
,8325,100,1
,6726,40,1
,3162,96,1
,7203,130,1
,9076,103,1
,3501,96,1
,8026,165,1
,5611,67,1
,8779,86,1
,807,161,1
,7375,156,1
,5147,11,1
,8640,54,1
,5357,55,1
,9057,169,1
,5019,165,1
,5043,103,1
,9157,96,1
,745,163,1
,1598,102,1
,5696,164,1
,7727,134,1
,2507,16,1
,789,174,1
,7893,150,1
,686,77,1
,5612,175,1
,2611,178,1
,8176,80,1
,3336,178,1
,5080,123,1
,2438,103,1
,8656,159,1
,6892,28,1
,6534,125,1
,7735,85,1
,2182,43,1
,5179,6,1
,1480,135,1
,6380,178,1
,581,125,1
,9942,6,1
,1591,54,1
,1942,123,1
,9865,34,1
,5979,142,1
,8239,55,1
,3545,150,1
,7001,10,1
,5608,18,1
,5495,4,1
,6188,38,1
,7517,68,1
,5455,50,1
,8749,99,1
,8361,83,1
,1621,27,1
,250,53,1
,8316,89,1
,6615,3,1
,2795,20,1
,1528,59,1
,7645,3,1
,7127,15,1
,1987,106,1
,7311,50,1
,6803,146,1
,911,66,1
,218,66,1
,2606,108,1
,1806,174,1
,5924,90,1
,7919,12,1
,5697,55,1
,5081,81,1
,190,123,1
,5376,47,1
,653,121,1
,9705,146,1
,1694,39,1
,4307,116,1
,6760,10,1
,3788,47,1
,8362,115,1
,5375,67,1
,454,137,1
,2655,113,1
,8401,39,1
,4582,44,1
,147,39,1
,6461,101,1
,6892,162,1
,4298,121,1
,1766,38,1
,3384,174,1
,804,56,1
,9917,55,1
,7537,154,1
,6625,73,1
,640,94,1
,6980,76,1
,223,179,1
,874,120,1
,3096,145,1
,3905,153,1
,4556,118,1
,1386,143,1
,7212,22,1
,6423,32,1
,3017,79,1
,4888,93,1
,7281,175,1
,7046,108,1
,4062,142,1
,8288,128,1
,6887,60,1
,3807,84,1
,4472,64,1
,2398,179,1
,7109,61,1
,3604,79,1
,1110,83,1
,376,86,1
,3029,100,1
,6225,91,1
,4256,101,1
,333,146,1
,5703,170,1
,2623,26,1
,435,98,1
,1703,71,1
,3307,104,1
,3652,143,1
,3485,140,1
,6610,28,1
,4050,99,1
,3532,156,1
,6520,132,1
,6051,36,1
,4311,83,1
,9501,24,1
,6357,134,1
,1511,141,1
,6062,120,1
,1406,141,1
,9612,39,1
,6055,70,1
,2384,39,1
,2894,176,1
,8274,121,1
,3617,168,1
,8424,34,1
,3381,35,1
,2549,148,1
,7269,16,1
,7023,1,1
,1657,111,1
,6395,119,1
,5597,143,1
,8998,71,1
,9976,80,1
,3719,168,1
,655,83,1
,2754,15,1
,761,86,1
,8391,30,1
,5120,139,1
,8141,12,1
,2178,41,1
,7516,180,1
,4644,149,1
,4383,84,1
,1118,18,1
,3408,73,1
,8988,43,1
,2935,148,1
,3121,91,1
,8278,3,1
,3435,12,1
,267,140,1
,6840,73,1
,4117,136,1
,1663,90,1
,9184,166,1
,6287,156,1
,9099,107,1
,7200,48,1
,979,115,1
,1266,17,1
,6084,173,1
,3475,155,1
,4524,28,1
,5871,106,1
,6197,72,1
,8491,145,1
,6110,72,1
,6107,118,1
,534,53,1
,9259,132,1
,8165,35,1
,1760,31,1
,4318,50,1
,223,56,1
,6861,155,1
,2023,115,1
,9668,56,1
,8659,69,1
,4732,74,1
,8757,72,1
,7341,152,1
,5471,82,1
,6641,44,1
,7790,111,1
,2882,66,1
,7579,67,1
,6536,68,1
,3540,45,1
,9546,67,1
,8499,67,1
,3042,139,1
,4296,60,1
,5493,33,1
,9844,118,1
,1085,133,1
,3551,84,1
,3995,30,1
